ID,Name,Age,Height,Weight,Nationality,Overall,Potential,Growth,Club,ValueEUR,WageEUR,ReleaseClause,Position,ContractUntil,ClubJoined,NationalTeam,PreferredFoot,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
251751,S. Agouzoul,23,192,75,Morocco,67,74,7,LOSC Lille,1900000,9000,4000000,RES,2024.0,2019,Not in team,Left,3,2,Medium,Medium,55,38,53,51,67,67
237415,J. Williams,21,179,75,England,67,77,10,Barnsley,2200000,9000,4500000,SUB,2023.0,2018,Not in team,Right,2,2,Medium,High,74,38,54,65,64,65
226151,Iago Maidana,25,194,85,Brazil,67,72,5,Gil Vicente FC,1300000,3000,2800000,SUB,2022.0,2021,Not in team,Right,2,2,Medium,Medium,60,40,46,46,68,71
211047,J. Salinas,29,169,70,Paraguay,67,67,0,Guaireña FC,1000000,500,2200000,SUB,2021.0,2020,Not in team,Left,4,2,Medium,Medium,78,55,67,70,47,44
200807,K. Freeman,29,178,79,Wales,67,67,0,Portsmouth,900000,5000,1600000,SUB,2023.0,2021,Not in team,Right,3,3,Medium,Medium,68,56,61,65,63,65
242533,J. Cascante,27,188,77,Costa Rica,67,70,3,Austin FC,1200000,3000,1800000,CB,2021.0,2021,Not in team,Right,3,2,Medium,Medium,50,37,46,49,65,73
255590,T. Seko,23,175,69,Japan,67,72,5,Yokohama FC,1400000,1000,1900000,RF,2022.0,2020,Not in team,Right,3,2,Medium,Medium,66,49,67,65,63,67
254566,P. Wimmer,20,182,77,Austria,67,82,15,DSC Arminia Bielefeld,2500000,6000,6100000,RM,2025.0,2021,Not in team,Right,4,4,High,Medium,87,54,59,70,44,71
247142,A. Derviševič,28,195,88,Slovenia,67,67,0,SC East Bengal FC,1000000,1000,1400000,CM,2022.0,2021,Not in team,Left,3,2,High,Low,59,66,73,60,54,72
236390,Pol Valentín,24,178,73,Spain,67,71,4,CF Fuenlabrada,1400000,2000,2300000,SUB,2022.0,2020,Not in team,Right,3,2,High,Medium,91,39,57,67,60,65
231014,Asumah Abubakar,24,183,71,Portugal,67,74,7,FC Lugano,2100000,4000,3500000,ST,2023.0,2021,Not in team,Right,3,3,High,Low,86,65,57,70,38,67
209510,A. Corryn,27,177,73,Belgium,67,68,1,KSV Cercle Brugge,1100000,4000,1700000,SUB,2022.0,2020,Not in team,Left,2,2,Medium,High,64,33,60,65,66,66
259173,Víctor Chust,21,184,76,Spain,67,78,11,Cádiz CF,2100000,24000,0,RES,2022.0,2019,Not in team,Right,5,2,Low,Medium,68,23,36,34,69,66
225632,O. Burke,24,188,82,Scotland,67,72,5,Sheffield United,1600000,9000,3200000,SUB,2023.0,2020,Not in team,Right,3,3,Medium,Medium,88,63,62,67,37,71
258655,D. Bureković,26,178,74,Bosnia and Herzegovina,67,70,3,Göztepe SK,1200000,5000,2500000,SUB,2022.0,2020,Not in team,Left,2,2,High,Medium,72,60,66,66,60,69
237407,C. Durkin,21,182,75,United States,67,76,9,Sint-Truidense VV,2300000,4000,3800000,CM,2023.0,2020,Not in team,Right,3,2,Medium,High,59,58,66,65,65,69
243123,Y. Sugita,28,164,65,Japan,67,67,0,IK Sirius,1000000,2000,1300000,ST,2023.0,2020,Not in team,Right,4,3,High,Medium,81,60,61,71,30,47
182096,Zheng Long,33,178,71,China PR,67,67,0,Dalian Professional Football Club,625000,6000,969000,RM,2021.0,2019,Not in team,Left,3,3,Medium,High,79,59,66,64,46,65
189776,M. Watkins,30,178,65,Wales,67,67,0,Aberdeen,1000000,4000,1800000,SUB,2023.0,2021,Not in team,Right,4,3,Medium,Medium,75,64,62,69,28,67
256080,Guille Rosas,21,174,67,Spain,67,79,12,Real Sporting de Gijón,2400000,2000,4300000,RB,2025.0,2019,Not in team,Right,3,2,High,Medium,77,36,54,67,64,66
208977,F. Al Muwallad,26,167,68,Saudi Arabia,67,67,0,Al Ittihad,1100000,12000,1900000,SUB,2022.0,2011,Not in team,Right,3,3,High,Medium,90,63,60,68,44,64
241745,N. Quina,34,184,78,Peru,67,67,0,Club Universitario de Deportes,375000,500,806000,CB,2021.0,2019,Not in team,Left,3,2,Medium,High,70,24,54,61,64,56
246097,Sergio Gónzalez,24,184,70,Spain,67,74,7,CD Tenerife,1900000,3000,3400000,SUB,2024.0,2021,Not in team,Right,3,2,Medium,Medium,66,40,56,54,66,70
236467,F. Götze,23,185,80,Germany,67,76,9,1. FC Kaiserslautern,2100000,7000,0,SUB,2022.0,2018,Not in team,Right,2,3,Medium,Medium,61,40,62,60,66,69
254131,M. Miranda,21,174,65,Argentina,67,79,12,Gimnasia y Esgrima La Plata,2500000,5000,4300000,LM,2022.0,2019,Not in team,Left,3,3,Medium,Medium,69,59,66,68,56,53
225872,J. McGrath,24,175,71,Republic of Ireland,67,72,5,St. Mirren,1500000,3000,2700000,CM,2022.0,2020,Not in team,Right,4,3,High,Medium,76,63,65,70,57,64
259251,A. Valera,25,185,79,Peru,67,69,2,Club Universitario de Deportes,1300000,500,2900000,ST,2023.0,2020,Not in team,Left,3,3,High,Low,69,69,46,66,19,60
222645,L. López,27,175,71,Mexico,67,69,2,Club Universidad Nacional,1100000,5000,2000000,SUB,2021.0,2020,Not in team,Right,3,3,Medium,Medium,62,50,65,65,63,66
227509,E. Ómarsson,26,180,73,Iceland,67,69,2,Nîmes Olympique,1300000,3000,2400000,SUB,2024.0,2021,Not in team,Right,4,3,High,Medium,82,64,54,68,37,70
230325,Leandro Pestanha,25,185,76,Brazil,67,67,0,Cuiabá,975000,5000,1900000,CB,2024.0,2021,Not in team,Right,2,2,Medium,Medium,59,21,46,45,70,72
235957,J. Gaspar,24,172,58,France,67,71,4,Grenoble Foot 38,1400000,2000,2600000,SUB,2023.0,2020,Not in team,Right,3,2,High,Medium,81,43,58,68,60,67
237749,D. Suga,22,171,69,Japan,67,73,6,Hokkaido Consadole Sapporo,1600000,2000,2300000,CB,2022.0,2017,Not in team,Left,4,3,High,Medium,70,56,66,67,62,67
256849,M. Biron,23,170,71,France,67,73,6,AS Nancy Lorraine,1600000,5000,0,ST,2023.0,2021,Not in team,Right,2,3,High,Medium,80,67,57,67,22,65
227920,I. Azzaoui,23,177,72,Belgium,67,75,8,Heracles Almelo,2300000,3000,3800000,SUB,2022.0,2020,Not in team,Right,3,3,High,Medium,76,54,60,74,29,52
260377,A. Mulet,21,179,70,Argentina,67,75,8,Vélez Sarsfield,2300000,4000,3900000,SUB,2023.0,2021,Not in team,Right,4,2,Medium,Medium,71,51,65,69,61,71
221791,R. Kurzawa,28,182,73,Poland,67,67,0,Pogoń Szczecin,1000000,4000,1400000,CM,2023.0,2021,Not in team,Left,2,3,Medium,Medium,52,65,70,68,61,58
182621,D. Gordon,36,194,85,Jamaica,67,67,0,Karlsruher SC,180000,4000,279000,SUB,2022.0,2017,Not in team,Right,4,2,Medium,Medium,39,50,56,51,67,67
203615,T. Kainz,28,174,68,Austria,67,68,1,TSV Egger Glas Hartberg,975000,3000,1500000,CDM,2024.0,2018,Not in team,Right,3,2,Medium,Medium,61,58,66,62,65,68
198751,J. Madueña,31,177,78,Mexico,67,67,0,Fútbol Club Juárez,750000,13000,0,SUB,2022.0,2020,Not in team,Right,3,3,High,Medium,77,47,66,69,61,73
257118,I. Kebbal,22,169,60,France,67,76,9,Stade de Reims,2300000,8000,5100000,SUB,2024.0,2019,Not in team,Left,2,4,Medium,Low,79,61,63,74,24,40
244318,L. Lapoussin,25,181,70,Madagascar,67,70,3,Royale Union Saint-Gilloise,1300000,6000,2000000,LM,2023.0,2020,Not in team,Right,3,3,Medium,Medium,70,58,64,67,61,63
206430,J. Pigott,27,188,77,England,67,68,1,Ipswich Town,1200000,6000,2200000,SUB,2024.0,2021,Not in team,Right,3,3,Medium,Medium,67,67,54,66,31,74
199262,Kim Young Uk,30,177,70,Korea Republic,67,67,0,Jeju United FC,975000,3000,1200000,SUB,2022.0,2020,Not in team,Right,4,3,Medium,Medium,71,60,69,67,63,68
251229,K. Yeboah,21,185,73,Ghana,67,77,10,SK Sturm Graz,2300000,6000,3900000,ST,2024.0,2021,Not in team,Right,3,3,Medium,Medium,91,65,56,69,23,63
243549,M. Hosseini,25,183,76,Iran,67,71,4,Yukatel Kayserispor,1300000,5000,2700000,CB,2022.0,2021,Not in team,Right,3,2,Medium,High,64,28,46,49,70,68
262426,M. Aidara,24,186,80,Côte d'Ivoire,67,73,6,FC Vizela,1500000,2000,3500000,SUB,2023.0,2017,Not in team,Right,2,2,Low,Medium,52,31,36,38,68,75
239709,D. Reiter,23,173,74,Austria,67,72,5,SC Rheindorf Altach,1500000,5000,2300000,SUB,2024.0,2021,Not in team,Right,3,2,Medium,Medium,77,63,62,67,24,60
232541,R. Izumi,27,173,72,Japan,67,67,0,Kashima Antlers,1100000,4000,1400000,LM,2022.0,2020,Not in team,Right,3,2,High,High,74,61,62,67,55,70
224093,M. Komenda,24,184,76,Germany,67,71,4,Holstein Kiel,1300000,7000,2200000,SUB,2023.0,2020,Not in team,Left,4,2,Medium,Medium,75,39,52,59,67,73
238775,S. Kowalczyk,22,170,60,Poland,67,73,6,Pogoń Szczecin,1600000,3000,2500000,LM,2021.0,2016,Not in team,Right,3,3,High,Medium,80,59,62,68,39,52
209769,B. Başaçıkoğlu,26,179,70,Turkey,67,68,1,Heracles Almelo,1200000,3000,1800000,RM,2023.0,2021,Not in team,Right,4,3,Medium,Medium,83,65,60,73,45,57
223850,L. Zarandia,25,176,75,Georgia,67,70,3,SV Zulte Waregem,1300000,5000,2000000,RES,2022.0,2019,Not in team,Left,3,4,High,Medium,84,61,58,73,39,61
206106,C. Şahin,26,175,70,Turkey,67,67,0,Gazişehir Gaziantep F.K.,1100000,5000,2200000,RES,2023.0,2020,Not in team,Left,2,4,Medium,Low,89,60,60,73,29,58
242908,J. Clarke,20,181,74,England,67,80,13,Tottenham Hotspur,2500000,18000,6300000,RES,2023.0,2019,Not in team,Right,4,3,Medium,Low,75,60,61,72,25,53
238563,D. Wiebe,27,187,73,Germany,67,67,0,Eintracht Braunschweig,975000,3000,1400000,RB,2024.0,2019,Not in team,Right,3,2,Medium,Medium,58,43,63,64,66,72
257831,A. Sanyang,22,173,69,Gambia,67,76,9,K Beerschot VA,2300000,4000,3800000,SUB,2022.0,2019,Not in team,Left,3,3,High,High,84,60,56,74,40,56
203357,D. Potts,27,178,70,England,67,68,1,Luton Town,1100000,5000,2100000,SUB,2023.0,2015,Not in team,Left,3,2,Medium,Medium,67,39,57,64,66,68
255580,G. Quagliata,21,177,65,Italy,67,77,10,Heracles Almelo,2200000,2000,3600000,LB,2022.0,2020,Not in team,Left,3,2,High,Medium,83,40,52,63,62,64
239642,R. Palmer,22,181,70,England,67,73,6,Barnsley,1600000,12000,3300000,CM,2022.0,2017,Not in team,Right,3,3,Medium,High,63,53,59,68,60,65
246298,K. Sidibé,22,200,85,France,67,72,5,US Quevilly Rouen Métropole,1400000,2000,0,SUB,2022.0,2018,Not in team,Right,3,2,Medium,High,46,45,55,57,66,73
248602,J. Greaves,20,191,70,England,67,76,9,Hull City,2100000,3000,4300000,CB,2023.0,2017,Not in team,Left,3,2,Medium,Medium,64,31,50,55,66,73
254234,D. Arroyo,29,179,74,Ecuador,67,67,0,CS Emelec,875000,500,1900000,CDM,2023.0,2018,Not in team,Right,3,3,Medium,High,56,28,56,56,69,66
190490,M. Bolly,30,185,77,Côte d'Ivoire,67,67,0,Stabæk Fotball,975000,3000,0,SUB,2021.0,2019,Not in team,Right,4,3,High,Medium,93,60,56,70,31,61
256282,K. Rabihic,28,179,77,Germany,67,67,0,Sportclub Verl,1000000,1000,1500000,LW,2022.0,2020,Not in team,Right,5,3,High,Medium,77,61,66,70,29,61
200475,M. Trapp,29,190,87,Germany,67,67,0,VfL Osnabrück,850000,2000,1200000,CB,2024.0,2018,Not in team,Left,3,2,Medium,Medium,47,52,58,54,69,74
241179,Cristian Rivero,23,188,75,Spain,67,76,9,Valencia CF,2000000,7000,4600000,RES,2024.0,2017,Not in team,Right,3,1,Medium,Medium,71,60,62,73,27,62
243995,E. Lomotey,23,190,79,Ghana,67,75,8,Amiens SC,2100000,2000,4200000,SUB,2024.0,2020,Not in team,Right,2,2,Medium,High,65,48,55,57,67,81
222798,Jeong Woo Jae,29,179,70,Korea Republic,67,67,0,Jeju United FC,900000,3000,1100000,LM,2022.0,2019,Not in team,Left,4,4,Medium,Medium,75,60,61,66,62,69
239438,T. Hadebe,25,187,84,Zimbabwe,67,71,4,Houston Dynamo,1300000,3000,2000000,CB,2023.0,2021,Not in team,Left,3,2,Medium,Medium,80,32,43,45,66,74
191566,Park Joo Ho,34,175,71,Korea Republic,67,67,0,Suwon FC,475000,2000,594000,CM,2021.0,2021,Not in team,Left,3,3,Medium,High,64,47,68,65,67,67
259406,S. Muñoz,18,179,67,Mexico,67,83,16,Newcastle United,2600000,3000,0,RES,2022.0,2020,Not in team,Right,3,3,Medium,Medium,75,63,60,72,25,65
201295,Manu Molina,29,178,72,Spain,67,67,0,UD Ibiza,1000000,3000,1600000,CDM,2022.0,2020,Not in team,Right,3,2,Medium,Medium,62,60,68,67,46,61
204367,B. van Leer,29,187,80,Netherlands,67,68,1,Sparta Rotterdam,775000,3000,1200000,SUB,2022.0,2020,Not in team,Right,2,1,Medium,Medium,65,67,61,68,43,64
211791,M. Konczkowski,27,181,74,Poland,67,67,0,Piast Gliwice,975000,3000,1300000,RB,2022.0,2017,Not in team,Right,2,3,High,High,79,40,65,66,60,70
214351,D. Novoa,32,186,88,Colombia,67,67,0,América de Cali,500000,1000,675000,SUB,2022.0,2021,Not in team,Right,3,1,Medium,Medium,64,73,73,64,48,68
224335,L. Cueto,25,175,64,Germany,67,68,1,Karlsruher SC,1200000,6000,2000000,RW,2023.0,2021,Not in team,Right,4,3,High,Low,91,63,54,71,35,53
190747,Ortuño,30,184,77,Spain,67,67,0,FC Cartagena,1000000,3000,1600000,SUB,2022.0,2021,Not in team,Left,4,3,Medium,Low,63,68,56,63,32,65
232527,D. Schmidt,28,183,82,Argentina,67,68,1,Club Social y Deportivo Macará,975000,500,2200000,CB,2021.0,2020,Not in team,Right,2,2,Medium,High,64,37,41,54,68,71
171087,Bolaño,35,182,77,Spain,67,67,0,Real Oviedo,275000,2000,440000,SUB,2022.0,2016,Not in team,Left,2,2,Medium,High,60,56,61,58,66,74
241999,J. Billong,27,192,88,France,67,69,2,Clermont Foot 63,1100000,6000,2300000,SUB,2023.0,2021,Not in team,Right,2,2,Low,High,51,34,46,45,67,77
244559,Carlos Mendes Gomes,22,178,66,Spain,67,73,6,Luton Town,1600000,5000,3300000,SUB,2024.0,2021,Not in team,Right,3,3,High,Medium,82,64,60,68,31,56
213328,S. Miangue,24,197,81,Belgium,67,72,5,KSV Cercle Brugge,1400000,8000,0,CB,2022.0,2017,Not in team,Left,3,2,Medium,Medium,59,43,67,63,65,71
183644,A. Grünwald,32,188,84,Austria,67,67,0,FK Austria Wien,800000,7000,1200000,CAM,2022.0,2011,Not in team,Left,2,3,Medium,Medium,54,68,69,66,54,77
232284,M. Travers,22,191,82,Republic of Ireland,67,78,11,AFC Bournemouth,2000000,7000,4200000,GK,2023.0,2016,Republic of Ireland,Right,2,1,Medium,Medium,68,66,64,67,39,65
226652,Park Yong Woo,27,186,80,Korea Republic,67,67,0,Ulsan Hyundai FC,950000,4000,1200000,RES,2022.0,2017,Not in team,Right,3,3,Medium,Medium,58,58,61,61,63,78
204380,J. Brinkies,28,188,87,Germany,67,70,3,FSV Zwickau,950000,1000,1400000,GK,2022.0,2016,Not in team,Right,5,1,Medium,Medium,67,63,64,74,52,67
202077,W. Bruin,31,188,88,United States,67,67,0,Seattle Sounders FC,850000,3000,1300000,SUB,2021.0,2016,Not in team,Right,3,2,High,Medium,55,67,55,62,35,81
208989,F. Ladapo,28,185,79,England,67,67,0,Rotherham United,1000000,5000,1800000,SUB,2022.0,2019,Not in team,Right,4,3,Medium,Low,81,66,46,66,25,73
194907,K. Kanak,30,180,70,Turkey,67,67,0,Adana Demirspor,875000,6000,1800000,SUB,2023.0,2021,Not in team,Left,3,3,High,Medium,74,65,65,69,62,65
222045,C. Halkett,26,183,75,Scotland,67,69,2,Heart of Midlothian,1100000,3000,2000000,CB,2022.0,2019,Not in team,Right,3,2,Medium,High,63,50,53,57,66,73
260138,E. Giménez,23,177,70,Paraguay,67,76,9,Club Cerro Porteño,2300000,500,5400000,RM,2021.0,2020,Not in team,Right,3,2,High,Low,78,62,61,69,43,57
188202,Y. Thoelen,30,188,81,Belgium,67,67,0,KV Mechelen,675000,4000,1000000,SUB,2025.0,2019,Not in team,Right,2,1,Medium,Medium,65,69,64,66,39,69
230187,Narcisso Mau,21,177,72,Brazil,67,67,0,Associação Chapecoense de Futebol,1100000,4000,2100000,SUB,2024.0,2021,Not in team,Right,4,2,Medium,Medium,64,55,61,57,63,67
244266,L. Menalo,24,181,73,Bosnia and Herzegovina,67,70,3,Dinamo Zagreb,1400000,500,3200000,SUB,2026.0,2018,Not in team,Right,3,3,Medium,Low,78,61,59,72,26,54
238379,N. Nartey,21,185,81,Denmark,67,78,11,VfB Stuttgart,2300000,7000,4600000,RES,2023.0,2019,Not in team,Right,3,3,Medium,Medium,71,49,65,73,62,70
262956,N. Vasilj,25,193,89,Bosnia and Herzegovina,67,71,4,FC St. Pauli,1100000,5000,1800000,GK,2023.0,2021,Not in team,Right,2,1,Medium,Medium,62,63,64,69,32,68
234282,L. Samson,25,190,81,Germany,67,69,2,Hallescher FC,1100000,2000,1700000,SUB,2023.0,2021,Not in team,Right,3,2,Medium,High,59,40,56,61,67,73
223018,T. Ünlü,31,183,75,Germany,67,67,0,Altay SK,750000,5000,1500000,SUB,2022.0,2020,Not in team,Right,3,2,Medium,Medium,72,36,61,66,63,70
248105,V. Ghiță,23,186,80,Romania,67,75,8,FC Farul Constanța,2100000,3000,3300000,CB,2024.0,2021,Not in team,Right,2,2,Medium,High,57,44,50,49,67,73
246057,Sebastián Méndez,24,175,72,Ecuador,67,75,8,Orlando City Soccer Club,2100000,2000,3600000,CDM,2022.0,2019,Not in team,Right,3,2,Medium,Medium,67,58,63,63,65,67
232489,Y. Komai,29,168,64,Japan,67,67,0,Hokkaido Consadole Sapporo,1000000,3000,1300000,CM,2022.0,2019,Not in team,Right,2,3,Medium,Medium,73,67,66,70,56,50
220201,I. Ledezma,25,173,73,Chile,67,70,3,CD Antofagasta,1300000,2000,1900000,SUB,2021.0,2021,Not in team,Right,2,3,High,Medium,65,64,62,71,32,53
257320,A. Moueffek,20,179,71,France,67,79,12,AS Saint-Étienne,2400000,8000,5300000,SUB,2024.0,2020,Not in team,Right,3,3,Medium,Medium,67,55,64,70,66,61
183336,P. Helland,31,186,84,Norway,67,67,0,Lillestrøm SK,850000,2000,1100000,SUB,2022.0,2021,Not in team,Left,3,3,Medium,Medium,68,66,66,68,45,66
241704,C. Rocchia,23,172,70,France,67,71,4,Dijon FCO,1400000,2000,2600000,LB,2023.0,2021,Not in team,Left,3,2,Medium,Medium,76,43,57,62,62,65
231464,J. Velásquez,26,174,70,Colombia,67,70,3,Club Independiente Santa Fe,1300000,1000,1900000,RW,2024.0,2019,Not in team,Right,2,2,Medium,Low,78,60,61,69,43,57
222248,Sun Ke,31,180,78,China PR,67,67,0,Shenzhen FC,850000,5000,1300000,SUB,2022.0,2020,Not in team,Right,3,3,Medium,High,77,64,61,66,59,66
201512,P. Sagna,30,183,75,Senegal,67,67,0,Santa Clara,875000,2000,1800000,SUB,2024.0,2020,Not in team,Right,2,3,High,Medium,73,43,60,65,63,68
258599,R. Ivanov,26,197,85,Finland,67,70,3,Warta Poznań,1200000,2000,1700000,CB,2022.0,2020,Finland,Right,2,3,High,Medium,57,32,54,48,68,69
210476,M. Kuster,27,194,90,Austria,67,69,2,Karlsruher SC,925000,4000,1500000,SUB,2022.0,2020,Not in team,Right,3,1,Medium,Medium,66,69,62,67,30,66
251431,M. Malone,20,187,85,Germany,67,76,9,1. FC Heidenheim 1846,2200000,6000,0,ST,2022.0,2019,Not in team,Left,3,3,High,Low,80,66,59,67,31,69
245287,Sergio López,22,179,69,Spain,67,77,10,FC Basel 1893,2200000,4000,3700000,SUB,2024.0,2021,Not in team,Right,3,2,High,Medium,76,55,63,68,62,57
238375,J. Sagredo,27,179,67,Bolivia,67,68,1,Club The Strongest,1100000,500,2400000,LB,2021.0,2019,Not in team,Left,3,3,Medium,Medium,80,45,55,62,61,60
234279,C. Rizzuto,29,170,72,Germany,67,67,0,F.C. Hansa Rostock,900000,4000,1400000,RM,2022.0,2021,Not in team,Right,3,3,Medium,High,78,48,63,69,59,72
226087,Víctor García,27,180,75,Spain,67,68,1,Śląsk Wrocław,1100000,3000,1600000,LM,2024.0,2021,Not in team,Left,2,3,Medium,Medium,72,48,62,63,62,55
208679,R. Himmelmann,32,187,80,Germany,67,67,0,KAS Eupen,500000,3000,725000,SUB,2022.0,2021,Not in team,Right,2,1,Medium,Medium,68,62,59,71,34,65
258598,N. Khacef,23,179,77,Algeria,67,74,7,CD Tondela,1900000,2000,4400000,LB,2022.0,2020,Not in team,Left,2,2,Medium,Medium,67,44,49,69,65,66
255526,T. Kaneko,23,178,68,Japan,67,72,5,Hokkaido Consadole Sapporo,1500000,2000,2000000,RF,2022.0,2020,Not in team,Left,2,2,High,Medium,65,67,65,69,54,62
240940,R. de la Rosa,21,179,80,Mexico,67,78,11,Pachuca,2300000,5000,4400000,SUB,2022.0,2017,Not in team,Right,3,2,Medium,Medium,70,67,54,64,18,63
202076,Z. Valentin,29,183,77,Puerto Rico,67,67,0,Houston Dynamo,900000,3000,1300000,RB,2021.0,2019,Not in team,Right,4,3,High,High,67,46,61,66,66,70
238940,J. Jugas,29,186,79,Czech Republic,67,67,0,Cracovia,850000,4000,1100000,CB,2024.0,2021,Not in team,Right,2,2,Medium,High,63,45,51,49,67,75
253144,C. Gogoua,26,190,86,Côte d'Ivoire,67,70,3,PFC CSKA Moscow,1200000,12000,2000000,RES,2023.0,2019,Not in team,Right,3,2,Medium,High,69,36,45,47,68,69
260652,C. Ofoedu,28,173,65,Nigeria,67,67,0,Sagan Tosu,1000000,2000,1300000,SUB,2023.0,2021,Not in team,Right,3,3,Medium,Medium,81,67,58,68,25,57
261661,M. Fixelles,24,181,78,Belgium,67,72,5,KV Kortrijk,1500000,5000,2300000,RES,2024.0,2021,Not in team,Right,3,2,Medium,Medium,68,64,66,64,65,73
211742,M. Lorenz,32,182,75,Germany,67,67,0,Karlsruher SC,800000,6000,1200000,SUB,2022.0,2017,Not in team,Left,2,3,Medium,Medium,77,56,71,67,50,68
234014,Jorgino Baumer,25,178,69,Brazil,67,67,0,Atlético Clube Goianiense,1100000,5000,2100000,SUB,2024.0,2021,Not in team,Right,3,3,Medium,Medium,63,60,64,72,31,53
245022,N. Opoku,23,190,78,Ghana,67,71,4,Amiens SC,1300000,2000,2400000,SUB,2024.0,2021,Not in team,Right,4,2,Medium,Medium,66,37,43,48,66,75
246814,I. Jóhannesson,18,180,72,Iceland,67,82,15,F.C. København,2400000,2000,4600000,SUB,2026.0,2021,Not in team,Left,3,3,Medium,Medium,71,59,68,69,41,59
248862,J. Orellana,23,179,72,Bolivia,67,74,7,Club Bolívar,1900000,500,4500000,SUB,2021.0,2021,Not in team,Left,2,2,Medium,Medium,77,37,57,61,63,65
254238,B. Carabalí,23,168,68,Ecuador,67,71,4,CS Emelec,1500000,500,3300000,SUB,2024.0,2019,Not in team,Right,4,2,Medium,Medium,77,30,62,67,60,65
253400,Vitao,21,186,76,Brazil,67,74,7,Shakhtar Donetsk,1900000,500,4400000,SUB,2024.0,2019,Not in team,Right,3,2,Medium,Medium,66,33,48,54,67,64
194092,A. Uludağ,30,180,77,Turkey,67,67,0,İttifak Holding Konyaspor,875000,6000,1800000,SUB,2022.0,2019,Not in team,Left,3,3,High,High,71,61,62,66,64,69
203309,B. Halloran,29,184,79,Australia,67,67,0,Adelaide United,1000000,2000,1300000,RM,2022.0,2018,Not in team,Right,3,3,High,Low,85,61,60,66,38,66
255005,Y. Asano,24,173,72,Japan,67,71,4,Sanfrecce Hiroshima,1500000,4000,2000000,SUB,2022.0,2019,Not in team,Left,3,2,High,Medium,75,68,62,67,34,72
212013,K. Baccus,29,180,75,Australia,67,67,0,Kaizer Chiefs,875000,500,1900000,CM,2022.0,2019,Not in team,Right,4,2,Medium,Medium,69,48,63,63,64,66
229677,F. Bambock,26,181,76,France,67,69,2,Grenoble Foot 38,1100000,2000,2000000,SUB,2023.0,2021,Not in team,Right,3,2,Medium,Medium,65,49,60,63,64,78
234029,Jonaldo Santoso,29,186,80,Brazil,67,67,0,Atlético Clube Goianiense,1000000,6000,1900000,SUB,2024.0,2021,Not in team,Left,3,3,Medium,Medium,60,68,50,61,34,66
214318,N. Orellana,25,180,73,Chile,67,68,1,Unión La Calera,1200000,2000,1700000,SUB,2021.0,2021,Not in team,Left,2,3,Medium,Medium,78,65,62,68,28,71
243125,S. Strand,28,175,70,Sweden,67,67,0,IF Elfsborg,925000,2000,1200000,LB,2024.0,2019,Not in team,Right,4,2,Medium,Medium,85,31,55,63,60,66
262582,M. Čuić,20,184,74,Croatia,67,77,10,Hajduk Split,2200000,500,5300000,SUB,2024.0,2020,Not in team,Right,3,2,Medium,Medium,71,56,64,68,45,61
241590,P. Pfeiffer,21,196,91,Germany,67,78,11,SV Darmstadt 98,2100000,4000,3700000,CB,2023.0,2019,Not in team,Right,5,2,Medium,Medium,62,33,43,52,68,70
199351,M. Wunderlich,35,184,70,Germany,67,67,0,1. FC Kaiserslautern,425000,2000,616000,CAM,2022.0,2021,Not in team,Right,3,3,High,Medium,66,68,67,69,35,63
231863,Y. Dhanda,22,173,65,England,67,75,8,Swansea City,2300000,9000,4800000,SUB,2022.0,2018,Not in team,Right,3,3,Medium,Medium,70,62,67,72,43,49
259101,J. Gazibegović,21,174,67,Bosnia and Herzegovina,67,73,6,SK Sturm Graz,1500000,5000,2600000,RB,2023.0,2020,Not in team,Right,4,2,High,Medium,75,43,62,67,63,62
252716,M. Paluli,26,175,69,Turkey,67,68,1,Göztepe SK,1100000,5000,2300000,SUB,2022.0,2019,Not in team,Right,3,2,High,Medium,71,36,54,66,64,66
206109,Y. Chibsah,28,178,78,Ghana,67,67,0,VfL Bochum 1848,900000,8000,1600000,SUB,2022.0,2020,Not in team,Right,3,3,Medium,Medium,60,60,62,67,64,74
229851,A. Al Bulayhi,31,181,77,Saudi Arabia,67,67,0,Al Hilal,700000,11000,1200000,CB,2023.0,2017,Not in team,Left,2,2,Medium,High,57,37,38,42,65,78
248092,Erico,31,186,81,Brazil,67,67,0,AFC UTA Arad,700000,4000,945000,CB,2022.0,2020,Not in team,Right,3,2,Medium,Medium,69,32,40,49,66,78
259800,L. Jaldín,31,175,72,Bolivia,67,67,0,Club Atlético Palmaflor,750000,500,1600000,SUB,2021.0,2020,Not in team,Right,3,2,High,Medium,69,32,55,60,64,60
221657,T. Akindele,29,185,77,Canada,67,67,0,Orlando City Soccer Club,1000000,4000,1500000,SUB,2021.0,2019,Not in team,Right,2,3,High,Medium,81,65,51,65,28,71
229337,Matheus Pereira,23,181,68,Brazil,67,75,8,FC Barcelona,2300000,30000,5200000,RES,2025.0,2020,Not in team,Left,3,4,Medium,Medium,69,60,64,74,35,58
242393,B. Hussein,21,175,70,Sweden,67,74,7,AIK,2100000,2000,3000000,CM,2023.0,2018,Not in team,Right,3,3,Medium,Medium,67,56,67,69,56,63
176346,Choi Chul Soon,34,175,68,Korea Republic,67,67,0,Jeonbuk Hyundai Motors,375000,4000,488000,SUB,2022.0,2006,Not in team,Right,3,3,Medium,High,65,46,62,64,66,73
